"Orthogroup" "dup_1" "dup_2" "duplicate_pair_species"
"625" "OG0010423" "FBgn0037617" "FBgn0037923" "Drosophila_melanogaster_prot"
"626" "OG0010573" "FBgn0053757" "FBgn0053758" "Drosophila_melanogaster_prot"
"627" "OG0011038" "FBgn0003683" "FBgn0036791" "Drosophila_melanogaster_prot"
"628" "OG0011041" "FBgn0139376" "FBgn0139522" "Drosophila_mojavensis_prot"
"629" "OG0011045" "FBgn0135482" "FBgn0140140" "Drosophila_mojavensis_prot"
"630" "OG0011046" "FBgn0085461" "FBgn0085462" "Drosophila_melanogaster_prot"
"631" "OG0011050" "FBgn0138893" "FBgn0140789" "Drosophila_mojavensis_prot"
"632" "OG0011069" "FBgn0087219" "FBgn0087220" "Drosophila_ananassae_prot"
"633" "OG0011082" "FBgn0087533" "FBgn0275204" "Drosophila_ananassae_prot"
"634" "OG0011116" "FBgn0088652" "FBgn0088653" "Drosophila_ananassae_prot"
"635" "OG0011215" "FBgn0091385" "FBgn0092566" "Drosophila_ananassae_prot"
"636" "OG0011246" "FBgn0092569" "FBgn0099411" "Drosophila_ananassae_prot"
"637" "OG0011336" "FBgn0095878" "FBgn0099855" "Drosophila_ananassae_prot"
"638" "OG0011339" "FBgn0096092" "FBgn0096099" "Drosophila_ananassae_prot"
"639" "OG0011354" "FBgn0096583" "FBgn0273644" "Drosophila_ananassae_prot"
"640" "OG0011398" "FBgn0091369" "FBgn0097375" "Drosophila_ananassae_prot"
"641" "OG0011412" "FBgn0098188" "FBgn0098189" "Drosophila_ananassae_prot"
"642" "OG0011423" "FBgn0097778" "FBgn0098496" "Drosophila_ananassae_prot"
"643" "OG0011424" "FBgn0098521" "FBgn0274154" "Drosophila_ananassae_prot"
"644" "OG0011474" "FBgn0100668" "FBgn0274335" "Drosophila_ananassae_prot"
"645" "OG0011501" "FBgn0101528" "FBgn0102266" "Drosophila_ananassae_prot"
"646" "OG0011540" "FBgn0273975" "FBgn0275423" "Drosophila_ananassae_prot"
"647" "OG0011541" "FBgn0091420" "FBgn0275430" "Drosophila_ananassae_prot"
"648" "OG0011560" "FBgn0273574" "FBgn0275088" "Drosophila_ananassae_prot"
"649" "OG0011563" "FBgn0273730" "FBgn0273881" "Drosophila_ananassae_prot"
"650" "OG0011586" "FBgn0274549" "FBgn0274867" "Drosophila_ananassae_prot"
"651" "OG0011626" "FBgn0273775" "FBgn0274235" "Drosophila_ananassae_prot"
"652" "OG0011640" "FBgn0273970" "FBgn0274975" "Drosophila_ananassae_prot"
"653" "OG0011691" "FBgn0274045" "FBgn0274938" "Drosophila_ananassae_prot"
"654" "OG0011702" "FBgn0098660" "FBgn0274300" "Drosophila_ananassae_prot"
"655" "OG0011724" "FBgn0273585" "FBgn0274392" "Drosophila_ananassae_prot"
"656" "OG0011726" "FBgn0274205" "FBgn0274930" "Drosophila_ananassae_prot"
"657" "OG0011729" "FBgn0273940" "FBgn0274747" "Drosophila_ananassae_prot"
"658" "OG0011736" "FBgn0274765" "FBgn0275043" "Drosophila_ananassae_prot"
"659" "OG0011737" "FBgn0274189" "FBgn0274853" "Drosophila_ananassae_prot"
"660" "OG0011757" "FBgn0093533" "FBgn0098555" "Drosophila_ananassae_prot"
"661" "OG0011795" "FBgn0273856" "FBgn0274061" "Drosophila_ananassae_prot"
"662" "OG0011800" "FBgn0274087" "FBgn0274892" "Drosophila_ananassae_prot"
"663" "OG0011803" "FBgn0274980" "FBgn0275004" "Drosophila_ananassae_prot"
"664" "OG0011893" "FBgn0002933" "FBgn0010294" "Drosophila_melanogaster_prot"
"665" "OG0011897" "FBgn0030085" "FBgn0052706" "Drosophila_melanogaster_prot"
"666" "OG0011900" "FBgn0034900" "FBgn0083941" "Drosophila_melanogaster_prot"
"667" "OG0011910" "FBgn0036969" "FBgn0036970" "Drosophila_melanogaster_prot"
"668" "OG0011912" "FBgn0028415" "FBgn0028416" "Drosophila_melanogaster_prot"
"669" "OG0011913" "FBgn0052188" "FBgn0052189" "Drosophila_melanogaster_prot"
"670" "OG0011916" "FBgn0003034" "FBgn0250832" "Drosophila_melanogaster_prot"
"671" "OG0011917" "FBgn0036131" "FBgn0052071" "Drosophila_melanogaster_prot"
"672" "OG0011918" "FBgn0035856" "FBgn0035859" "Drosophila_melanogaster_prot"
"673" "OG0011921" "FBgn0037178" "FBgn0037180" "Drosophila_melanogaster_prot"
"674" "OG0011929" "FBgn0028537" "FBgn0260954" "Drosophila_melanogaster_prot"
"675" "OG0011931" "FBgn0019828" "FBgn0037463" "Drosophila_melanogaster_prot"
"676" "OG0011939" "FBgn0038978" "FBgn0038979" "Drosophila_melanogaster_prot"
"677" "OG0011950" "FBgn0085302" "FBgn0260770" "Drosophila_melanogaster_prot"
"678" "OG0011952" "FBgn0033165" "FBgn0033167" "Drosophila_melanogaster_prot"
"679" "OG0011955" "FBgn0259949" "FBgn0259950" "Drosophila_melanogaster_prot"
"680" "OG0011956" "FBgn0259963" "FBgn0265349" "Drosophila_melanogaster_prot"
"681" "OG0011957" "FBgn0259970" "FBgn0259971" "Drosophila_melanogaster_prot"
"682" "OG0011958" "FBgn0052382" "FBgn0052383" "Drosophila_melanogaster_prot"
"683" "OG0011959" "FBgn0051909" "FBgn0264344" "Drosophila_melanogaster_prot"
"684" "OG0011975" "FBgn0263086" "FBgn0263094" "Drosophila_melanogaster_prot"
"685" "OG0011977" "FBgn0263247" "FBgn0263248" "Drosophila_melanogaster_prot"
"686" "OG0012000" "FBgn0261925" "FBgn0265668" "Drosophila_melanogaster_prot"
"687" "OG0012013" "FBgn0265577" "FBgn0266405" "Drosophila_melanogaster_prot"
"688" "OG0012018" "FBgn0133015" "FBgn0147242" "Drosophila_mojavensis_prot"
"689" "OG0012019" "FBgn0133042" "FBgn0133043" "Drosophila_mojavensis_prot"
"690" "OG0012020" "FBgn0133798" "FBgn0134606" "Drosophila_mojavensis_prot"
"691" "OG0012021" "FBgn0134704" "FBgn0134714" "Drosophila_mojavensis_prot"
"692" "OG0012022" "FBgn0136165" "FBgn0136166" "Drosophila_mojavensis_prot"
"693" "OG0012023" "FBgn0137239" "FBgn0140641" "Drosophila_mojavensis_prot"
"694" "OG0012024" "FBgn0137533" "FBgn0138588" "Drosophila_mojavensis_prot"
"695" "OG0012025" "FBgn0137843" "FBgn0280404" "Drosophila_mojavensis_prot"
"696" "OG0012026" "FBgn0140446" "FBgn0147231" "Drosophila_mojavensis_prot"
"697" "OG0012027" "FBgn0140956" "FBgn0140957" "Drosophila_mojavensis_prot"
"698" "OG0012028" "FBgn0140996" "FBgn0141641" "Drosophila_mojavensis_prot"
"699" "OG0012029" "FBgn0141722" "FBgn0142665" "Drosophila_mojavensis_prot"
"700" "OG0012030" "FBgn0142439" "FBgn0142440" "Drosophila_mojavensis_prot"
"701" "OG0012031" "FBgn0142789" "FBgn0280633" "Drosophila_mojavensis_prot"
"702" "OG0012032" "FBgn0142880" "FBgn0281451" "Drosophila_mojavensis_prot"
"703" "OG0012033" "FBgn0144090" "FBgn0281184" "Drosophila_mojavensis_prot"
"704" "OG0012034" "FBgn0140840" "FBgn0144235" "Drosophila_mojavensis_prot"
"705" "OG0012035" "FBgn0146482" "FBgn0146567" "Drosophila_mojavensis_prot"
"706" "OG0012036" "FBgn0147507" "FBgn0147508" "Drosophila_mojavensis_prot"
"707" "OG0012037" "FBgn0280645" "FBgn0281088" "Drosophila_mojavensis_prot"
"708" "OG0012038" "FBgn0280805" "FBgn0281763" "Drosophila_mojavensis_prot"
"709" "OG0012039" "FBgn0139570" "FBgn0144140" "Drosophila_mojavensis_prot"
"710" "OG0012040" "FBgn0280508" "FBgn0281293" "Drosophila_mojavensis_prot"
"711" "OG0012041" "FBgn0280350" "FBgn0280924" "Drosophila_mojavensis_prot"
"712" "OG0012042" "FBgn0280233" "FBgn0280556" "Drosophila_mojavensis_prot"
"713" "OG0012043" "FBgn0280813" "FBgn0281147" "Drosophila_mojavensis_prot"
"714" "OG0012044" "FBgn0134546" "FBgn0136286" "Drosophila_mojavensis_prot"
"715" "OG0012045" "FBgn0144595" "FBgn0280437" "Drosophila_mojavensis_prot"
"716" "OG0012046" "FBgn0280926" "FBgn0281072" "Drosophila_mojavensis_prot"
"717" "OG0012047" "FBgn0135749" "FBgn0280229" "Drosophila_mojavensis_prot"
"718" "OG0012048" "FBgn0280953" "FBgn0281531" "Drosophila_mojavensis_prot"
"719" "OG0012049" "FBgn0281489" "FBgn0281687" "Drosophila_mojavensis_prot"
"720" "OG0012050" "FBgn0280359" "FBgn0281376" "Drosophila_mojavensis_prot"
